,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,G.1,GS.1,MIN.1,FGM.1,FGA.1,3FGM.1,3FGA.1,FTM.1,FTA.1,OFF.1,DEF.1,REB.1,AST.1,STL.1,BLK.1,TO.1,PF.1,PTS.1
5931,NBA,Michael,Wiley,F,Regular Season,(1980-81),(1981-82),94.0,1,1284,279.0,497.0,0,7,134.0,189,89,157,246,63,48,22,99,165,692.0,,---,---,13.659574468085106,2.9680851063829787,5.287234042553192,0,0.07446808510638298,1.425531914893617,2.0106382978723403,0.9468085106382979,1.6702127659574468,2.617021276595745,0.6702127659574468,0.5106382978723404,0.23404255319148937,1.053191489361702,1.7553191489361701,7.361702127659575
5932,NBA,Morlon,Wiley,G,Regular Season,(1988-89),(1994-95),295.0,39,3843,421.0,1023.0,130,367,106.0,150,89,252,341,722,243,17,311,444,1078.0,,---,---,13.027118644067796,1.4271186440677965,3.4677966101694917,0.4406779661016949,1.2440677966101694,0.3593220338983051,0.5084745762711864,0.3016949152542373,0.8542372881355932,1.1559322033898305,2.447457627118644,0.823728813559322,0.0576271186440678,1.0542372881355933,1.505084745762712,3.6542372881355933
5933,NBA,Win,Wilfong,G-F,Regular Season,(1957-58),(1960-61),268.0,---,4810,684.0,1897.0,---,---,458.0,616,---,---,910,565,---,---,---,649,1826.0,,---,---,17.94776119402985,2.5522388059701493,7.0783582089552235,---,---,1.708955223880597,2.298507462686567,---,---,3.3955223880597014,2.1082089552238807,---,---,---,2.421641791044776,6.813432835820896
5934,ABL,Win,Wilfong,G-F,Regular Season,(1961-62),(1962-63),97.0,,2421,251.0,703.0,41,181,183.0,234,---,---,294,312,---,---,---,274,726.0,,---,---,24.95876288659794,2.5876288659793816,7.247422680412371,0.422680412371134,1.865979381443299,1.8865979381443299,2.4123711340206184,---,---,3.0309278350515463,3.216494845360825,---,---,---,2.8247422680412373,7.484536082474227
5935,NBA,Lenny,Wilkens,G,Regular Season,(1960-61),(1974-75),1077.0,,38064,6189.0,14327.0,---,---,5394.0,6973,118,279,5030,7211,174,26,---,3285,17772.0,,---,---,35.34261838440111,5.7465181058495824,13.302692664809657,---,---,5.008356545961003,6.474466109563602,0.1095636025998143,0.2590529247910863,4.670380687093779,6.695450324976787,0.1615598885793872,0.02414113277623027,---,3.050139275766017,16.501392757660167
5936,NBA,Bob,Wilkerson,G-F,Regular Season,(1976-77),(1982-83),536.0,49,14883,2256.0,5313.0,11,66,901.0,1199,587,1649,2236,1835,671,141,1156,1310,5424.0,,---,---,27.76679104477612,4.208955223880597,9.912313432835822,0.020522388059701493,0.12313432835820895,1.6809701492537314,2.236940298507463,1.0951492537313432,3.076492537313433,4.1716417910447765,3.423507462686567,1.251865671641791,0.2630597014925373,2.156716417910448,2.4440298507462686,10.119402985074627
5937,NBA,Jamaal,Wilkes,F-G,Regular Season,(1974-75),(1985-86),828.0,245,27275,6226.0,12471.0,7,52,2185.0,2878,1627,3490,5117,2050,1049,262,1211,2296,14644.0,,---,---,32.940821256038646,7.519323671497585,15.06159420289855,0.008454106280193236,0.06280193236714976,2.638888888888889,3.475845410628019,1.964975845410628,4.214975845410628,6.179951690821256,2.475845410628019,1.2669082125603865,0.3164251207729469,1.46256038647343,2.7729468599033815,17.685990338164252
5938,NBA,James,Wilkes,F,Regular Season,(1980-81),(1982-83),114.0,22,1531,224.0,484.0,0,3,99.0,137,107,167,274,104,58,31,101,220,547.0,,---,---,13.429824561403509,1.9649122807017543,4.245614035087719,0,0.02631578947368421,0.868421052631579,1.2017543859649122,0.9385964912280702,1.4649122807017543,2.4035087719298245,0.9122807017543859,0.5087719298245614,0.2719298245614035,0.8859649122807017,1.9298245614035088,4.798245614035087
5939,NBL,Russ,Wilkin,F-G,Regular Season,(1946-47),(1946-47),5.0,---,---,2.0,,---,---,1.0,,---,---,---,---,---,---,---,,5.0,,---,---,---,0.4,0.0,---,---,0.2,,---,---,---,---,---,---,---,0,1.0
5940,NBA,Damien,Wilkins,F,Regular Season,(2004-05),(2017-18),582.0,150,10991,1344.0,3157.0,205,627,711.0,908,441,921,1362,796,431,130,524,945,3604.0,,---,---,18.88487972508591,2.3092783505154637,5.4243986254295535,0.35223367697594504,1.077319587628866,1.2216494845360826,1.5601374570446735,0.7577319587628866,1.5824742268041236,2.3402061855670104,1.3676975945017182,0.7405498281786942,0.22336769759450173,0.9003436426116839,1.6237113402061856,6.1924398625429555
5941,NBA,Dominique,Wilkins,F-G,Regular Season,(1982-83),(1998-99),1074.0,995,38113,9963.0,21589.0,711,2231,6031.0,7438,2950,4219,7169,2677,1378,642,2669,2061,26668.0,,---,---,35.48696461824954,9.276536312849162,20.10148975791434,0.6620111731843575,2.0772811918063314,5.615456238361267,6.925512104283054,2.7467411545623834,3.9283054003724396,6.6750465549348235,2.492551210428305,1.2830540037243947,0.5977653631284916,2.485102420856611,1.9189944134078212,24.83054003724395
5942,NBA,Eddie Lee,Wilkins,F-C,Regular Season,(1984-85),(1992-93),322.0,29,3787,596.0,1267.0,0,9,342.0,606,400,602,1002,62,82,60,288,609,1534.0,,---,---,11.76086956521739,1.8509316770186335,3.9347826086956523,0,0.027950310559006212,1.062111801242236,1.8819875776397517,1.2422360248447204,1.8695652173913044,3.111801242236025,0.19254658385093168,0.2546583850931677,0.18633540372670807,0.8944099378881988,1.891304347826087,4.763975155279503
5943,NBA,Gerald,Wilkins,G-F,Regular Season,(1985-86),(1998-99),900.0,653,26084,4754.0,10564.0,418,1322,1810.0,2429,975,1671,2646,2697,907,208,1687,1853,11736.0,,---,---,28.982222222222223,5.282222222222222,11.737777777777778,0.46444444444444444,1.468888888888889,2.011111111111111,2.698888888888889,1.0833333333333333,1.8566666666666667,2.94,2.9966666666666666,1.0077777777777779,0.2311111111111111,1.8744444444444444,2.0588888888888888,13.04
5944,NBA,Jeff,Wilkins,C-F,Regular Season,(1980-81),(1985-86),454.0,101,10004,1501.0,3270.0,0,10,573.0,771,597,1977,2574,462,178,246,631,1203,3575.0,,---,---,22.035242290748897,3.306167400881057,7.202643171806168,0,0.022026431718061675,1.2621145374449338,1.698237885462555,1.3149779735682818,4.354625550660793,5.669603524229075,1.0176211453744493,0.3920704845814978,0.5418502202643172,1.3898678414096917,2.649779735682819,7.8744493392070485
5945,ABL,Bob,Wilkinson,G,Regular Season,(1961-62),(1962-63),98.0,,1908,311.0,820.0,43,147,284.0,347,---,---,261,161,---,---,---,253,949.0,,---,---,19.46938775510204,3.173469387755102,8.36734693877551,0.4387755102040816,1.5,2.8979591836734695,3.5408163265306123,---,---,2.663265306122449,1.6428571428571428,---,---,---,2.5816326530612246,9.683673469387756
5946,NBA,Dale,Wilkinson,F,Regular Season,(1984-85),(1984-85),12.0,0,45,4.0,16.0,0,1,6.0,7,1,3,4,2,0,0,4,10,14.0,,---,---,3.75,0.3333333333333333,1.3333333333333333,0,0.08333333333333333,0.5,0.5833333333333334,0.08333333333333333,0.25,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.8333333333333334,1.1666666666666667
5947,NBA,Mike,Wilks,G,Regular Season,(2002-03),(2009-10),233.0,11,2240,217.0,540.0,34,106,123.0,166,57,171,228,271,82,10,117,215,591.0,,---,---,9.6137339055794,0.9313304721030042,2.3175965665236054,0.1459227467811159,0.45493562231759654,0.5278969957081545,0.7124463519313304,0.2446351931330472,0.7339055793991416,0.9785407725321889,1.1630901287553648,0.351931330472103,0.04291845493562232,0.5021459227467812,0.9227467811158798,2.536480686695279
5948,NBL,,Willett,F,Regular Season,(1938-39),(1938-39),2.0,---,---,0.0,,---,---,0.0,---,---,---,---,---,---,---,---,---,0.0,,---,---,---,0.0,0.0,---,---,0.0,---,---,---,---,---,---,---,---,---,0.0
5949,NBA,Aaron,Williams,F-C,Regular Season,(1993-94),(2007-08),715.0,78,12000,1572.0,3190.0,1,16,975.0,1318,1016,1774,2790,485,282,539,663,1750,4120.0,,---,---,16.783216783216783,2.1986013986013986,4.461538461538462,0.0013986013986013986,0.022377622377622378,1.3636363636363635,1.8433566433566433,1.420979020979021,2.481118881118881,3.902097902097902,0.6783216783216783,0.3944055944055944,0.7538461538461538,0.9272727272727272,2.4475524475524475,5.7622377622377625
5950,ABA,Al,Williams,F,Regular Season,(1970-71),(1970-71),11.0,---,70,19.0,43.0,0,0,5.0,10,9,17,26,5,---,---,7,13,43.0,,---,---,6.363636363636363,1.7272727272727273,3.909090909090909,0,0,0.45454545454545453,0.9090909090909091,0.8181818181818182,1.5454545454545454,2.3636363636363638,0.45454545454545453,---,---,0.6363636363636364,1.1818181818181819,3.909090909090909
5951,NBA,Alan,Williams,F,Regular Season,(2015-16),(2018-19),67.0,0,872,163.0,322.0,0,2,87.0,139,115,255,370,39,37,38,51,155,413.0,,---,---,13.014925373134329,2.4328358208955225,4.8059701492537314,0,0.029850746268656716,1.2985074626865671,2.074626865671642,1.7164179104477613,3.8059701492537314,5.522388059701493,0.582089552238806,0.5522388059701493,0.5671641791044776,0.7611940298507462,2.3134328358208953,6.164179104477612
5952,NBA,Alondes,Williams,G,Regular Season,(2022-23),(2022-23),1.0,0,5,0.0,0.0,0,0,0.0,0,0,1,1,0,0,0,2,1,0.0,,,,,,,,,,,,,,,,,,,
5953,NBA,Alvin,Williams,G,Regular Season,(1997-98),(2006-07),460.0,334,12610,1664.0,3950.0,208,664,625.0,822,252,888,1140,1877,549,109,623,897,4161.0,,---,---,27.41304347826087,3.617391304347826,8.58695652173913,0.45217391304347826,1.4434782608695653,1.358695652173913,1.7869565217391303,0.5478260869565217,1.9304347826086956,2.4782608695652173,4.0804347826086955,1.1934782608695653,0.23695652173913043,1.3543478260869566,1.95,9.045652173913043
5954,NBA,Art,Williams,G,Regular Season,(1967-68),(1973-74),541.0,,9329,1175.0,2872.0,---,---,526.0,722,20,95,1700,2377,44,3,---,1232,2876.0,,---,---,17.243992606284657,2.1719038817005547,5.308687615526802,---,---,0.9722735674676525,1.33456561922366,0.036968576709796676,0.1756007393715342,3.142329020332717,4.393715341959335,0.08133086876155268,0.005545286506469501,---,2.277264325323475,5.316081330868761
5955,ABA,Art,Williams,G,Regular Season,(1974-75),(1974-75),7.0,---,89,8.0,12.0,0,0,0.0,0,3,9,12,20,7,0,10,15,16.0,,---,---,12.714285714285714,1.1428571428571428,1.7142857142857142,0,0,0.0,0,0.42857142857142855,1.2857142857142858,1.7142857142857142,2.857142857142857,1,0,1.4285714285714286,2.142857142857143,2.2857142857142856
5956,NBA,Bernie,Williams,G,Regular Season,(1969-70),(1970-71),128.0,,1936,363.0,979.0,---,---,164.0,203,---,---,240,278,---,---,---,200,890.0,,---,---,15.125,2.8359375,7.6484375,---,---,1.28125,1.5859375,---,---,1.875,2.171875,---,---,---,1.5625,6.953125
5957,ABA,Bernie,Williams,G,Regular Season,(1971-72),(1973-74),155.0,---,3231,711.0,1666.0,29,125,281.0,337,111,172,283,278,1,0,264,331,1732.0,,---,---,20.84516129032258,4.587096774193548,10.748387096774193,0.1870967741935484,0.8064516129032258,1.8129032258064517,2.174193548387097,0.7161290322580646,1.1096774193548387,1.8258064516129033,1.793548387096774,0.0064516129032258064,0,1.7032258064516128,2.1354838709677417,11.174193548387096
5958,NBA,Bob,Williams,F,Regular Season,(1955-56),(1956-57),24.0,---,193,22.0,50.0,---,---,26.0,48,---,---,59,7,---,---,---,38,70.0,,---,---,8.041666666666666,0.9166666666666666,2.0833333333333335,---,---,1.0833333333333333,2,---,---,2.4583333333333335,0.2916666666666667,---,---,---,1.5833333333333333,2.9166666666666665
5959,NBA,Brandon,Williams,G,Regular Season,(1997-98),(2002-03),18.0,2,163,17.0,57.0,3,10,4.0,8,7,11,18,3,8,3,12,22,41.0,,---,---,9.055555555555555,0.9444444444444444,3.1666666666666665,0.16666666666666666,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.3888888888888889,0.6111111111111112,1,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.6666666666666666,1.2222222222222223,2.2777777777777777
5960,NBA,Brandon (2),Williams,G,Regular Season,(2021-22),(2021-22),24.0,16,640,105.0,282.0,31,106,68.0,97,19,55,74,94,24,10,58,52,309.0,,---,---,26.666666666666668,4.375,11.75,1.2916666666666667,4.416666666666667,2.8333333333333335,4.041666666666667,0.7916666666666666,2.2916666666666665,3.0833333333333335,3.9166666666666665,1,0.4166666666666667,2.4166666666666665,2.1666666666666665,12.875
5961,NBA,Buck,Williams,F-C,Regular Season,(1981-82),(1997-98),1307.0,1140,42464,6404.0,11661.0,5,30,3971.0,5979,4526,8491,13017,1646,1080,1100,2784,4267,16784.0,,---,---,32.48967100229533,4.8997704667176745,8.921958684009182,0.0038255547054322878,0.022953328232593728,3.0382555470543227,4.57459831675593,3.462892119357307,6.496557000765111,9.959449120122418,1.259372609028309,0.8263198163733741,0.8416220351951033,2.1300688599846977,3.264728385615914,12.841622035195103
5962,NBA,C.J.,Williams,G,Regular Season,(2017-18),(2018-19),53.0,17,835,104.0,232.0,27,94,13.0,17,13,51,64,55,37,13,25,79,248.0,,---,---,15.754716981132075,1.9622641509433962,4.377358490566038,0.5094339622641509,1.7735849056603774,0.34210526315789475,0.42105263157894735,0.24528301886792453,0.9622641509433962,1.2075471698113207,1.0377358490566038,0.6981132075471698,0.24528301886792453,0.4716981132075472,1.490566037735849,4.679245283018868
5963,ABL,Carroll,Williams,G,Regular Season,(1961-62),(1961-62),12.0,,228,28.0,60.0,1,1,28.0,31,---,---,25,24,---,---,---,33,85.0,,---,---,19,2.3333333333333335,5.0,0.08333333333333333,0.08333333333333333,2.3333333333333335,2.5833333333333335,---,---,2.0833333333333335,2,---,---,---,2.75,7.083333333333333
5964,ABA,Charles,Williams,G,Regular Season,(1967-68),(1972-73),372.0,---,11444,2337.0,5998.0,210,795,1136.0,1593,296,484,1157,992,,,1048,1144,6020.0,,---,---,30.763440860215052,6.282258064516129,16.123655913978496,0.5645161290322581,2.1370967741935485,3.053763440860215,4.282258064516129,0.7956989247311828,1.3010752688172043,3.110215053763441,2.6666666666666665,0,0,2.817204301075269,3.075268817204301,16.182795698924732
5965,ABA,Chuck,Williams,G,Regular Season,(1970-71),(1975-76),500.0,---,15025,2239.0,4757.0,16,55,1646.0,2088,404,847,1251,2420,319,36,1087,1158,6140.0,,---,---,30.05,4.478,9.514,0.032,0.11,3.292,4.176,0.808,1.694,2.502,4.84,0.638,0.072,2.174,2.316,12.28
5966,NBA,Chuck,Williams,G,Regular Season,(1976-77),(1977-78),138.0,,2869,286.0,646.0,---,---,182.0,225,55,183,238,449,80,7,156,197,754.0,,---,---,20.78985507246377,2.072463768115942,4.681159420289855,---,---,1.318840579710145,1.6304347826086956,0.39855072463768115,1.326086956521739,1.7246376811594204,3.253623188405797,0.5797101449275363,0.050724637681159424,1.1304347826086956,1.4275362318840579,5.463768115942029
5967,NBA,Chuckie,Williams,G,Regular Season,(1976-77),(1976-77),22.0,,65,14.0,47.0,---,---,9.0,12,3,1,4,7,1,0,---,7,37.0,,---,---,2.9545454545454546,0.6363636363636364,2.1363636363636362,---,---,0.4090909090909091,0.5454545454545454,0.13636363636363635,0.045454545454545456,0.18181818181818182,0.3181818181818182,0.045454545454545456,0,---,0.3181818181818182,1.6818181818181819
5968,NBA,Cliff,Williams,G,Regular Season,(1968-69),(1968-69),3.0,---,18,2.0,9.0,---,---,0.0,0,---,---,3,2,---,---,---,7,4.0,,---,---,6,0.6666666666666666,3.0,---,---,0.0,0,---,---,1,0.6666666666666666,---,---,---,2.3333333333333335,1.3333333333333333
5969,NBA,Corey,Williams,G,Regular Season,(1992-93),(1993-94),39.0,0,288,36.0,98.0,1,4,19.0,23,20,17,37,29,6,2,13,30,92.0,,---,---,7.384615384615385,0.9230769230769231,2.5128205128205128,0.02564102564102564,0.10256410256410256,0.48717948717948717,0.5897435897435898,0.5128205128205128,0.4358974358974359,0.9487179487179487,0.7435897435897436,0.15384615384615385,0.05128205128205128,0.3333333333333333,0.7692307692307693,2.358974358974359
5970,NBL,Dave,Williams,C-F,Regular Season,(1938-39),(1941-42),32.0,---,---,36.0,,---,---,20.0,,---,---,---,---,---,---,---,,92.0,,---,---,---,1.125,0.0,---,---,0.625,,---,---,---,---,---,---,---,0,2.875
5971,NBA,Deron,Williams,G,Regular Season,(2005-06),(2016-17),845.0,771,28865,4874.0,10965.0,1178,3296,2878.0,3502,353,2266,2619,6819,867,206,2402,2132,13804.0,,---,---,34.15976331360947,5.768047337278107,12.976331360946746,1.3940828402366865,3.9005917159763315,3.4059171597633138,4.144378698224852,0.41775147928994083,2.681656804733728,3.0994082840236685,8.069822485207101,1.02603550295858,0.24378698224852072,2.842603550295858,2.523076923076923,16.336094674556215
5972,NBA,Derrick,Williams,F,Regular Season,(2011-12),(2017-18),428.0,112,8864,1329.0,3064.0,251,838,900.0,1267,351,1342,1693,293,199,109,399,532,3809.0,,---,---,20.710280373831775,3.1051401869158877,7.158878504672897,0.5864485981308412,1.9579439252336448,2.102803738317757,2.960280373831776,0.8200934579439252,3.135514018691589,3.955607476635514,0.6845794392523364,0.4649532710280374,0.2546728971962617,0.9322429906542056,1.2429906542056075,8.899532710280374
5973,NBA,Donovan,Williams,G,Regular Season,(2022-23),(2022-23),2.0,0,4,2.0,5.0,0,2,0.0,0,0,2,2,0,0,0,0,0,4.0,,,,,,,,,,,,,,,,,,,
5974,NBA,Duck,Williams,G,Regular Season,(1979-80),(1979-80),77.0,,1794,232.0,519.0,0,12,42.0,60,21,85,106,183,100,11,107,166,506.0,,---,---,23.2987012987013,3.012987012987013,6.740259740259741,0,0.15584415584415584,0.5454545454545454,0.7792207792207793,0.2727272727272727,1.103896103896104,1.3766233766233766,2.3766233766233764,1.2987012987012987,0.14285714285714285,1.3896103896103895,2.155844155844156,6.571428571428571
5975,NBA,Earl,Williams,C-F,Regular Season,(1974-75),(1978-79),146.0,,1882,290.0,671.0,---,---,84.0,177,301,513,814,126,62,62,20,270,664.0,,---,---,12.89041095890411,1.9863013698630136,4.595890410958904,---,---,0.5753424657534246,1.2123287671232876,2.0616438356164384,3.5136986301369864,5.575342465753424,0.863013698630137,0.4246575342465753,0.4246575342465753,0.136986301369863,1.8493150684931507,4.5479452054794525
5976,NBA,Elliot,Williams,G,Regular Season,(2011-12),(2015-16),109.0,2,1470,193.0,458.0,54,174,97.0,145,38,123,161,94,45,6,78,158,537.0,,---,---,13.486238532110091,1.7706422018348624,4.201834862385321,0.4954128440366973,1.5963302752293578,0.8899082568807339,1.3302752293577982,0.3486238532110092,1.128440366972477,1.4770642201834863,0.8623853211009175,0.41284403669724773,0.05504587155963303,0.7155963302752294,1.4495412844036697,4.926605504587156
5977,NBA,Eric,Williams,F,Regular Season,(1995-96),(2006-07),658.0,308,15731,1865.0,4490.0,219,688,1693.0,2301,704,1435,2139,936,548,103,789,1596,5642.0,,---,---,23.907294832826747,2.8343465045592704,6.82370820668693,0.33282674772036475,1.0455927051671732,2.572948328267477,3.4969604863221884,1.0699088145896656,2.1808510638297873,3.2507598784194527,1.4224924012158056,0.8328267477203647,0.15653495440729484,1.1990881458966565,2.425531914893617,8.574468085106384
5978,ABA,Fly,Williams,G-F,Regular Season,(1974-75),(1974-75),71.0,---,1239,297.0,643.0,2,14,69.0,101,72,109,181,142,64,10,177,156,665.0,,---,---,17.450704225352112,4.183098591549296,9.056338028169014,0.028169014084507043,0.19718309859154928,0.971830985915493,1.4225352112676057,1.0140845070422535,1.5352112676056338,2.5492957746478875,2,0.9014084507042254,0.14084507042253522,2.492957746478873,2.1971830985915495,9.366197183098592
5979,NBA,Frank,Williams,G,Regular Season,(2002-03),(2004-05),86.0,3,952,92.0,261.0,24,80,45.0,54,13,64,77,166,34,11,83,87,253.0,,---,---,11.069767441860465,1.069767441860465,3.0348837209302326,0.27906976744186046,0.9302325581395349,0.5232558139534884,0.627906976744186,0.1511627906976744,0.7441860465116279,0.8953488372093024,1.930232558139535,0.3953488372093023,0.12790697674418605,0.9651162790697675,1.0116279069767442,2.941860465116279
5980,NBA,Freeman,Williams,G-F,Regular Season,(1978-79),(1985-86),323.0,13,6606,1959.0,4198.0,127,384,693.0,841,256,254,510,516,247,18,568,533,4738.0,,---,---,20.45201238390093,6.065015479876161,12.996904024767803,0.3931888544891641,1.1888544891640866,2.1455108359133126,2.6037151702786376,0.7925696594427245,0.7863777089783281,1.5789473684210527,1.5975232198142415,0.7647058823529411,0.05572755417956656,1.758513931888545,1.6501547987616099,14.6687306501548
5981,ABA,Gene,Williams,F,Regular Season,(1969-70),(1969-70),1.0,---,8,0.0,1.0,0,0,0.0,0,0,0,0,0,---,---,2,2,0.0,,---,---,8,0.0,1.0,0,0,0.0,0,0,0,0,0,---,---,2,2,0.0
5982,NBA,Grant,Williams,F,Regular Season,(2019-20),(2022-23),288.0,58,6101,616.0,1366.0,293,774,249.0,322,258,735,993,341,141,148,250,702,1774.0,,---,---,21.18402777777778,2.138888888888889,4.743055555555555,1.0173611111111112,2.6875,0.8645833333333334,1.1180555555555556,0.8958333333333334,2.5520833333333335,3.4479166666666665,1.1840277777777777,0.4895833333333333,0.5138888888888888,0.8680555555555556,2.4375,6.159722222222222
