,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,G.1,GS.1,MIN.1,FGM.1,FGA.1,3FGM.1,3FGA.1,FTM.1,FTA.1,OFF.1,DEF.1,REB.1,AST.1,STL.1,BLK.1,TO.1,PF.1,PTS.1
5860,NBA,Doug,West,G-F,Regular Season,(1989-90),(2000-01),676.0,379,16649,2631.0,5473.0,37,194,1178.0,1470,532,1138,1670,1292,459,189,823,1862,6477.0,,---,---,24.62869822485207,3.8920118343195265,8.096153846153847,0.05473372781065089,0.2869822485207101,1.742603550295858,2.1745562130177514,0.7869822485207101,1.683431952662722,2.470414201183432,1.9112426035502958,0.6789940828402367,0.27958579881656803,1.217455621301775,2.7544378698224854,9.581360946745562
5861,NBA,Jerry,West,G,Regular Season,(1960-61),(1973-74),932.0,,36571,9016.0,19032.0,---,---,7160.0,8801,30,86,5366,6238,81,23,---,2435,25192.0,,---,---,39.23927038626609,9.67381974248927,20.4206008583691,---,---,7.682403433476395,9.443133047210301,0.032188841201716736,0.09227467811158799,5.757510729613734,6.6931330472103,0.08690987124463519,0.02467811158798283,---,2.6126609442060085,27.030042918454935
5862,NBA,Mario,West,G,Regular Season,(2007-08),(2010-11),162.0,9,796,56.0,125.0,2,10,40.0,71,60,82,142,51,45,8,31,134,154.0,,---,---,4.91358024691358,0.345679012345679,0.7716049382716049,0.012345679012345678,0.06172839506172839,0.24691358024691357,0.4382716049382716,0.37037037037037035,0.5061728395061729,0.8765432098765432,0.3148148148148148,0.2777777777777778,0.04938271604938271,0.19135802469135801,0.8271604938271605,0.9506172839506173
5863,NBA,Mark,West,C-F,Regular Season,(1983-84),(1999-00),1090.0,548,20213,2528.0,4356.0,0,4,1203.0,2117,1785,3562,5347,428,326,1403,1208,3136,6259.0,,---,---,18.544036697247705,2.3192660550458717,3.996330275229358,0,0.003669724770642202,1.1036697247706422,1.9422018348623853,1.6376146788990826,3.2678899082568806,4.9055045871559635,0.3926605504587156,0.29908256880733947,1.2871559633027523,1.108256880733945,2.8770642201834864,5.742201834862385
5864,NBA,Roland,West,G,Regular Season,(1967-68),(1967-68),4.0,---,14,2.0,5.0,---,---,0.0,0,---,---,5,0,---,---,---,3,4.0,,---,---,3.5,0.5,1.25,---,---,0.0,0,---,---,1.25,0,---,---,---,0.75,1.0
5865,ABA,Dexter,Westbrook,F,Regular Season,(1967-68),(1967-68),12.0,---,127,19.0,39.0,0,0,10.0,14,,,23,5,---,---,13,30,48.0,,---,---,10.583333333333334,1.5833333333333333,3.25,0,0,0.8333333333333334,1.1666666666666667,0,0,1.9166666666666667,0.4166666666666667,---,---,1.0833333333333333,2.5,4.0
5866,NBA,Russell,Westbrook,G,Regular Season,(2008-09),(2022-23),1094.0,1028,37551,8754.0,19996.0,1231,4032,5718.0,7352,1779,6185,7964,9162,1775,346,4443,2848,24457.0,,---,---,34.32449725776965,8.0018281535649,18.27787934186472,1.1252285191956124,3.6855575868372945,5.226691042047532,6.720292504570384,1.6261425959780622,5.6535648994515535,7.279707495429616,8.374771480804387,1.6224862888482632,0.3162705667276051,4.0612431444241315,2.603290676416819,22.355575868372945
5867,NBA,Paul,Westphal,G,Regular Season,(1972-73),(1983-84),823.0,73,20947,5079.0,10084.0,55,200,2596.0,3166,393,1120,1580,3591,1022,262,1117,1705,12809.0,,---,---,25.452004860267316,6.171324422843257,12.25273390036452,0.06682867557715674,0.24301336573511542,3.154313487241798,3.846901579586877,0.4775212636695018,1.3608748481166464,1.919805589307412,4.3633049817739975,1.2417982989064398,0.3183475091130012,1.3572296476306196,2.0716889428918592,15.563791008505468
5868,NBA,John,Wetzel,G-F,Regular Season,(1967-68),(1975-76),357.0,,4714,465.0,1085.0,---,---,285.0,352,81,241,682,494,133,30,---,608,1215.0,,---,---,13.204481792717086,1.3025210084033614,3.0392156862745097,---,---,0.7983193277310925,0.9859943977591037,0.226890756302521,0.6750700280112045,1.9103641456582634,1.3837535014005602,0.37254901960784315,0.08403361344537816,---,1.7030812324929971,3.403361344537815
5869,NBA,Robert,Whaley,C,Regular Season,(2005-06),(2005-06),23.0,0,212,23.0,57.0,0,0,3.0,6,16,27,43,17,7,8,14,41,49.0,,---,---,9.217391304347826,1.0,2.4782608695652173,0,0,0.13043478260869565,0.2608695652173913,0.6956521739130435,1.173913043478261,1.8695652173913044,0.7391304347826086,0.30434782608695654,0.34782608695652173,0.6086956521739131,1.7826086956521738,2.130434782608696
5870,NBA,Ennis,Whatley,G,Regular Season,(1983-84),(1996-97),385.0,193,7108,845.0,1805.0,3,31,457.0,605,198,481,679,1754,383,44,687,711,2150.0,,---,---,18.462337662337664,2.1948051948051948,4.688311688311688,0.007792207792207792,0.08051948051948052,1.187012987012987,1.5714285714285714,0.5142857142857142,1.2493506493506494,1.7636363636363637,4.555844155844156,0.9948051948051948,0.11428571428571428,1.7844155844155845,1.8467532467532468,5.584415584415584
5871,NBA,DeJuan,Wheat,G,Regular Season,(1997-98),(1998-99),80.0,0,740,93.0,243.0,30,77,49.0,70,14,42,56,127,32,3,57,71,265.0,,---,---,9.25,1.1625,3.0375,0.375,0.9625,0.6125,0.875,0.175,0.525,0.7,1.5875,0.4,0.0375,0.7125,0.8875,3.3125
5872,NBA,Clinton,Wheeler,G,Regular Season,(1987-88),(1988-89),87.0,0,867,107.0,219.0,0,1,40.0,54,36,35,71,157,63,2,76,63,254.0,,---,---,9.96551724137931,1.2298850574712643,2.5172413793103448,0,0.011494252873563218,0.45977011494252873,0.6206896551724138,0.41379310344827586,0.40229885057471265,0.8160919540229885,1.8045977011494252,0.7241379310344828,0.022988505747126436,0.8735632183908046,0.7241379310344828,2.9195402298850577
5873,NBA,Tyson,Wheeler,G,Regular Season,(1998-99),(1998-99),1.0,0,3,1.0,1.0,1,1,1.0,2,0,0,0,2,0,0,0,1,4.0,,---,---,3,1.0,1.0,1,1,1.0,2,0,0,0,2,0,0,0,1,4.0
5874,NBA,Skippy,Whitaker,G,Regular Season,(1954-55),(1954-55),3.0,---,15,1.0,6.0,---,---,0.0,0,---,---,1,1,---,---,---,4,2.0,,---,---,5,0.3333333333333333,2.0,---,---,0.0,0,---,---,0.3333333333333333,0.3333333333333333,---,---,---,1.3333333333333333,0.6666666666666666
5875,NBA,Andrew,White,F,Regular Season,(2017-18),(2017-18),15.0,0,209,25.0,73.0,18,49,1.0,4,4,30,34,6,3,1,8,12,69.0,,---,---,13.933333333333334,1.6666666666666667,4.866666666666666,1.2,3.2666666666666666,0.06666666666666667,0.26666666666666666,0.26666666666666666,2,2.2666666666666666,0.4,0.2,0.06666666666666667,0.5333333333333333,0.8,4.6
5876,NBA,Coby,White,G,Regular Season,(2019-20),(2022-23),269.0,74,7235,1229.0,2932.0,560,1527,369.0,432,89,819,908,883,170,38,409,555,3387.0,,---,---,26.895910780669144,4.568773234200743,10.899628252788103,2.0817843866171004,5.676579925650557,1.3717472118959109,1.6059479553903346,0.3308550185873606,3.0446096654275094,3.37546468401487,3.282527881040892,0.6319702602230484,0.1412639405204461,1.520446096654275,2.063197026022305,12.591078066914498
5877,NBA,D.J.,White,F,Regular Season,(2008-09),(2013-14),138.0,11,2111,348.0,687.0,1,3,113.0,157,117,320,437,80,39,57,65,199,810.0,,---,---,15.297101449275363,2.5217391304347827,4.978260869565218,0.007246376811594203,0.021739130434782608,0.8188405797101449,1.1376811594202898,0.8478260869565217,2.318840579710145,3.1666666666666665,0.5797101449275363,0.2826086956521739,0.41304347826086957,0.47101449275362317,1.4420289855072463,5.869565217391305
5878,NBL,Dean,White,F,Regular Season,(1946-47),(1946-47),5.0,---,---,7.0,,---,---,7.0,,---,---,---,---,---,---,---,,21.0,,---,---,---,1.4,0.0,---,---,1.4,,---,---,---,---,---,---,---,0,4.2
5879,NBA,Derrick,White,G,Regular Season,(2017-18),(2022-23),345.0,229,9126,1402.0,3139.0,483,1374,757.0,895,178,979,1157,1327,259,279,451,745,4044.0,,---,---,26.452173913043477,4.063768115942029,9.09855072463768,1.4,3.982608695652174,2.1942028985507247,2.5942028985507246,0.5159420289855072,2.8376811594202898,3.353623188405797,3.8463768115942027,0.7507246376811594,0.808695652173913,1.3072463768115943,2.1594202898550723,11.721739130434782
5880,NBA,Eric,White,F,Regular Season,(1987-88),(1988-89),55.0,4,788,128.0,244.0,1,1,79.0,99,65,67,132,26,17,4,47,72,336.0,,---,---,14.327272727272728,2.327272727272727,4.4363636363636365,0.01818181818181818,0.01818181818181818,1.4363636363636363,1.8,1.1818181818181819,1.2181818181818183,2.4,0.4727272727272727,0.3090909090909091,0.07272727272727272,0.8545454545454545,1.309090909090909,6.109090909090909
5881,NBA,Herb,White,G,Regular Season,(1970-71),(1970-71),38.0,,315,34.0,84.0,---,---,22.0,39,---,---,48,47,---,---,---,62,90.0,,---,---,8.289473684210526,0.8947368421052632,2.210526315789474,---,---,0.5789473684210527,1.0263157894736843,---,---,1.263157894736842,1.236842105263158,---,---,---,1.631578947368421,2.3684210526315788
5882,NBA,Hubie,White,G-F,Regular Season,(1962-63),(1963-64),52.0,---,467,71.0,216.0,---,---,29.0,46,---,---,77,40,---,---,---,75,171.0,,---,---,8.98076923076923,1.3653846153846154,4.153846153846154,---,---,0.5576923076923077,0.8846153846153846,---,---,1.4807692307692308,0.7692307692307693,---,---,---,1.4423076923076923,3.2884615384615383
5883,ABA,Hubie,White,G-F,Regular Season,(1969-70),(1970-71),68.0,---,990,163.0,424.0,9,50,72.0,97,80,107,187,70,---,---,69,175,407.0,,---,---,14.558823529411764,2.3970588235294117,6.235294117647059,0.1323529411764706,0.7352941176470589,1.0588235294117647,1.4264705882352942,1.1764705882352942,1.5735294117647058,2.75,1.0294117647058822,---,---,1.0147058823529411,2.573529411764706,5.985294117647059
5884,NBA,Jack,White,F,Regular Season,(2022-23),(2022-23),17.0,0,66,8.0,19.0,3,9,2.0,3,6,11,17,4,3,2,2,9,21.0,,,,,,,,,,,,,,,,,,,
5885,NBA,Jahidi,White,F-C,Regular Season,(1998-99),(2004-05),334.0,209,5913,736.0,1443.0,0,1,482.0,903,707,1237,1944,63,119,355,397,887,1954.0,,---,---,17.70359281437126,2.2035928143712575,4.320359281437126,0,0.0029940119760479044,1.4431137724550898,2.7035928143712575,2.1167664670658684,3.7035928143712575,5.820359281437126,0.18862275449101795,0.3562874251497006,1.062874251497006,1.188622754491018,2.655688622754491,5.850299401197605
5886,NBA,James,White,G-F,Regular Season,(2006-07),(2012-13),67.0,18,583,71.0,162.0,17,50,23.0,34,8,60,68,35,17,6,25,53,182.0,,---,---,8.701492537313433,1.0597014925373134,2.417910447761194,0.2537313432835821,0.746268656716418,0.34328358208955223,0.5074626865671642,0.11940298507462686,0.8955223880597015,1.0149253731343284,0.5223880597014925,0.2537313432835821,0.08955223880597014,0.373134328358209,0.7910447761194029,2.716417910447761
5887,NBA,Jo Jo,White,G,Regular Season,(1969-70),(1980-81),837.0,,29941,6169.0,13884.0,1,6,2060.0,2471,472,1468,3345,4095,686,112,504,2056,14399.0,,---,---,35.77180406212664,7.37037037037037,16.587813620071685,0.0011947431302270011,0.007168458781362007,2.4611708482676224,2.95221027479092,0.5639187574671446,1.7538829151732378,3.996415770609319,4.89247311827957,0.8195937873357229,0.13381123058542413,0.6021505376344086,2.4563918757467142,17.20310633213859
5888,NBA,Okaro,White,F,Regular Season,(2016-17),(2018-19),44.0,4,557,40.0,105.0,16,47,22.0,25,29,66,95,23,11,11,19,58,118.0,,---,---,12.659090909090908,0.9090909090909091,2.3863636363636362,0.36363636363636365,1.0681818181818181,0.5,0.5681818181818182,0.6590909090909091,1.5,2.159090909090909,0.5227272727272727,0.25,0.25,0.4318181818181818,1.3181818181818181,2.6818181818181817
5889,NBA,Randy,White,F,Regular Season,(1989-90),(1993-94),281.0,66,5382,783.0,1951.0,27,140,490.0,693,531,835,1366,175,209,127,372,861,2083.0,,---,---,19.153024911032027,2.786476868327402,6.943060498220641,0.09608540925266904,0.498220640569395,1.7437722419928825,2.4661921708185055,1.8896797153024911,2.9715302491103204,4.8612099644128115,0.6227758007117438,0.7437722419928826,0.45195729537366547,1.3238434163701067,3.0640569395017794,7.412811387900356
5890,NBA,Rodney,White,F,Regular Season,(2001-02),(2004-05),218.0,21,3354,617.0,1455.0,91,290,215.0,287,113,372,485,237,118,65,285,309,1540.0,,---,---,15.385321100917432,2.830275229357798,6.674311926605505,0.41743119266055045,1.3302752293577982,0.9862385321100917,1.31651376146789,0.518348623853211,1.7064220183486238,2.2247706422018347,1.0871559633027523,0.5412844036697247,0.2981651376146789,1.3073394495412844,1.4174311926605505,7.064220183486238
5891,NBA,Rory,White,F,Regular Season,(1982-83),(1986-87),324.0,81,5410,971.0,1919.0,1,13,444.0,652,350,399,749,232,187,52,330,520,2387.0,,---,---,16.69753086419753,2.996913580246914,5.922839506172839,0.0030864197530864196,0.040123456790123455,1.3703703703703705,2.0123456790123457,1.0802469135802468,1.2314814814814814,2.3117283950617282,0.7160493827160493,0.5771604938271605,0.16049382716049382,1.0185185185185186,1.6049382716049383,7.367283950617284
5892,NBA,Royce,White,F,Regular Season,(2013-14),(2013-14),3.0,0,9,0.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0.0,,---,---,3,0.0,0.3333333333333333,0,0,0.0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0
5893,NBA,Rudy,White,G,Regular Season,(1975-76),(1980-81),124.0,,1185,156.0,382.0,0,1,72.0,97,35,85,120,112,52,7,42,126,384.0,,---,---,9.556451612903226,1.2580645161290323,3.0806451612903225,0,0.008064516129032258,0.5806451612903226,0.782258064516129,0.28225806451612906,0.6854838709677419,0.967741935483871,0.9032258064516129,0.41935483870967744,0.056451612903225805,0.3387096774193548,1.0161290322580645,3.096774193548387
5894,NBA,Tony,White,G,Regular Season,(1987-88),(1987-88),49.0,0,581,111.0,249.0,0,6,39.0,54,12,19,31,59,20,2,47,57,261.0,,---,---,11.857142857142858,2.2653061224489797,5.081632653061225,0,0.12244897959183673,0.7959183673469388,1.1020408163265305,0.24489795918367346,0.3877551020408163,0.6326530612244898,1.2040816326530612,0.40816326530612246,0.04081632653061224,0.9591836734693877,1.163265306122449,5.326530612244898
5895,NBA,Willie,White,G,Regular Season,(1984-85),(1985-86),82.0,4,577,126.0,292.0,10,32,40.0,54,32,48,80,82,23,4,55,48,302.0,,---,---,7.036585365853658,1.5365853658536586,3.5609756097560976,0.12195121951219512,0.3902439024390244,0.4878048780487805,0.6585365853658537,0.3902439024390244,0.5853658536585366,0.975609756097561,1,0.2804878048780488,0.04878048780487805,0.6707317073170732,0.5853658536585366,3.682926829268293
5896,NBA,Isaiah,Whitehead,G,Regular Season,(2016-17),(2017-18),89.0,26,1823,244.0,594.0,51,167,104.0,132,36,173,209,212,50,38,166,198,643.0,,---,---,20.48314606741573,2.741573033707865,6.674157303370786,0.5730337078651685,1.8764044943820224,1.1685393258426966,1.4831460674157304,0.4044943820224719,1.9438202247191012,2.348314606741573,2.3820224719101124,0.5617977528089888,0.42696629213483145,1.8651685393258426,2.2247191011235956,7.224719101123595
5897,NBA,Jerome,Whitehead,C-F,Regular Season,(1978-79),(1988-89),679.0,200,11828,1810.0,3642.0,0,2,803.0,1118,1141,2127,3268,374,251,200,696,1833,4423.0,,---,---,17.419734904270985,2.665684830633284,5.363770250368188,0,0.0029455081001472753,1.182621502209131,1.6465390279823269,1.6804123711340206,3.1325478645066274,4.812960235640648,0.5508100147275405,0.3696612665684831,0.29455081001472755,1.0250368188512518,2.699558173784978,6.5139911634756995
5898,NBA,Donald,Whiteside,G,Regular Season,(1996-97),(1997-98),30.0,1,275,19.0,57.0,12,37,11.0,17,2,11,13,37,11,0,18,23,61.0,,---,---,9.166666666666666,0.6333333333333333,1.9,0.4,1.2333333333333334,0.36666666666666664,0.5666666666666667,0.06666666666666667,0.36666666666666664,0.43333333333333335,1.2333333333333334,0.36666666666666664,0,0.6,0.7666666666666667,2.033333333333333
5899,NBA,Hassan,Whiteside,C,Regular Season,(2010-11),(2021-22),511.0,332,12645,2687.0,4583.0,8,26,1068.0,1765,1608,3915,5523,327,269,1144,756,1341,6450.0,,---,---,24.74559686888454,5.258317025440313,8.968688845401173,0.015655577299412915,0.050880626223091974,2.0900195694716244,3.4540117416829745,3.146771037181996,7.6614481409001955,10.808219178082192,0.639921722113503,0.5264187866927593,2.238747553816047,1.4794520547945205,2.62426614481409,12.622309197651663
5900,NBA,Dwayne,Whitfield,F,Regular Season,(1995-96),(1995-96),8.0,1,122,13.0,30.0,0,0,14.0,22,9,16,25,2,3,2,8,14,40.0,,---,---,15.25,1.625,3.75,0,0,1.75,2.75,1.125,2,3.125,0.25,0.375,0.25,1,1.75,5.0
5901,NBL,Warren,Whitlinger,F,Regular Season,(1937-38),(1937-38),13.0,---,---,17.0,,---,---,25.0,---,---,---,---,---,---,---,---,---,59.0,,---,---,---,1.3076923076923077,0.0,---,---,1.9230769230769231,---,---,---,---,---,---,---,---,---,4.538461538461538
5902,NBA,Chris,Whitney,G,Regular Season,(1993-94),(2003-04),579.0,165,10052,1227.0,3110.0,552,1528,732.0,837,97,718,815,1613,351,32,619,984,3738.0,,---,---,17.360967184801382,2.1191709844559585,5.3713298791019,0.9533678756476683,2.639032815198618,1.2642487046632125,1.4455958549222798,0.16753022452504318,1.2400690846286702,1.4075993091537133,2.785837651122625,0.6062176165803109,0.055267702936096716,1.069084628670121,1.6994818652849741,6.455958549222798
5903,ABL,Hank,Whitney,F-C,Regular Season,(1961-62),(1962-63),94.0,,2387,394.0,929.0,0,0,166.0,249,---,---,903,72,---,---,---,340,954.0,,---,---,25.393617021276597,4.191489361702128,9.882978723404255,0,0,1.7659574468085106,2.648936170212766,---,---,9.606382978723405,0.7659574468085106,---,---,---,3.617021276595745,10.148936170212766
5904,ABA,Hank,Whitney,F-C,Regular Season,(1967-68),(1969-70),145.0,---,3032,518.0,1284.0,0,1,303.0,438,211,414,1102,168,---,---,206,502,1339.0,,---,---,20.910344827586208,3.5724137931034483,8.855172413793104,0,0.006896551724137931,2.089655172413793,3.0206896551724136,1.4551724137931035,2.8551724137931034,7.6,1.1586206896551725,---,---,1.4206896551724137,3.462068965517241,9.23448275862069
5905,NBA,Hawkeye,Whitney,G-F,Regular Season,(1980-81),(1981-82),70.0,4,1048,174.0,377.0,2,7,54.0,72,42,104,146,87,59,7,62,129,404.0,,---,---,14.971428571428572,2.4857142857142858,5.385714285714286,0.02857142857142857,0.1,0.7714285714285715,1.0285714285714285,0.6,1.4857142857142858,2.085714285714286,1.2428571428571429,0.8428571428571429,0.1,0.8857142857142857,1.8428571428571427,5.771428571428571
5906,NBA,Greg,Whittington,F,Regular Season,(2020-21),(2020-21),4.0,0,12,0.0,3.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,,---,---,3,0.0,0.75,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0
5907,NBA,Shayne,Whittington,F-C,Regular Season,(2014-15),(2015-16),27.0,0,149,24.0,53.0,1,8,19.0,25,15,26,41,9,6,3,10,25,68.0,,---,---,5.518518518518518,0.8888888888888888,1.962962962962963,0.037037037037037035,0.2962962962962963,0.7037037037037037,0.9259259259259259,0.5555555555555556,0.9629629629629629,1.5185185185185186,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.37037037037037035,0.9259259259259259,2.5185185185185186
5908,NBA,Sidney,Wicks,F-C,Regular Season,(1971-72),(1980-81),760.0,,25762,5046.0,11002.0,0,2,2711.0,3955,1539,3268,6620,2437,592,431,667,2524,12803.0,,---,---,33.89736842105263,6.639473684210526,14.476315789473684,0,0.002631578947368421,3.567105263157895,5.203947368421052,2.025,4.3,8.710526315789474,3.206578947368421,0.7789473684210526,0.5671052631578948,0.8776315789473684,3.3210526315789473,16.846052631578946
5909,ABA,Ron,Widby,F,Regular Season,(1967-68),(1967-68),20.0,---,137,27.0,70.0,0,3,4.0,7,,,45,4,---,---,7,18,58.0,,---,---,6.85,1.35,3.5,0,0.15,0.2,0.35,0,0,2.25,0.2,---,---,0.35,0.9,2.9
5910,NBL,Paul,Widowitz,F,Regular Season,(1945-46),(1945-46),16.0,---,---,52.0,,---,---,10.0,,---,---,---,---,---,---,---,,114.0,,---,---,---,3.25,0.0,---,---,0.625,,---,---,---,---,---,---,---,0,7.125
5911,NBL,Murray,Wier,G,Regular Season,(1948-49),(1948-49),60.0,---,---,80.0,,---,---,79.0,,---,---,---,---,---,---,---,,239.0,,---,---,---,1.3333333333333333,0.0,---,---,1.3166666666666667,,---,---,---,---,---,---,---,0,3.9833333333333334
5912,NBA,Murray,Wier,G,Regular Season,(1949-50),(1949-50),56.0,---,---,157.0,480.0,---,---,115.0,166,---,---,---,107,---,---,---,141,429.0,,---,---,---,2.8035714285714284,8.571428571428571,---,---,2.0535714285714284,2.9642857142857144,---,---,---,1.9107142857142858,---,---,---,2.517857142857143,7.660714285714286
5913,NBA,Bob,Wiesenhahn,F,Regular Season,(1961-62),(1961-62),60.0,---,326,51.0,161.0,---,---,17.0,30,---,---,112,23,---,---,---,50,119.0,,---,---,5.433333333333334,0.85,2.683333333333333,---,---,0.2833333333333333,0.5,---,---,1.8666666666666667,0.38333333333333336,---,---,---,0.8333333333333334,1.9833333333333334
5914,ABL,Bob,Wiesenhahn,F,Regular Season,(1962-63),(1962-63),15.0,,252,42.0,106.0,0,0,17.0,22,---,---,77,6,---,---,---,35,101.0,,---,---,16.8,2.8,7.066666666666666,0,0,1.1333333333333333,1.4666666666666666,---,---,5.133333333333334,0.4,---,---,---,2.3333333333333335,6.733333333333333
5915,NBA,Joe,Wieskamp,G,Regular Season,(2021-22),(2022-23),38.0,0,255,23.0,70.0,17,55,7.0,13,4,14,18,12,4,3,3,17,70.0,,---,---,6.7105263157894735,0.6052631578947368,1.8421052631578947,0.4473684210526316,1.4473684210526316,0.18421052631578946,0.34210526315789475,0.10526315789473684,0.3684210526315789,0.47368421052631576,0.3157894736842105,0.10526315789473684,0.07894736842105263,0.07894736842105263,0.4473684210526316,1.8421052631578947
5916,NBL,John,Wiethe,G-F,Regular Season,(1937-38),(1937-38),6.0,---,---,10.0,,---,---,12.0,---,---,---,---,---,---,---,---,---,32.0,,---,---,---,1.6666666666666667,0.0,---,---,2.0,---,---,---,---,---,---,---,---,---,5.333333333333333
5917,NBL,John,Wiggers,C,Regular Season,(1940-41),(1940-41),5.0,---,---,1.0,,---,---,1.0,,---,---,---,---,---,---,---,,3.0,,---,---,---,0.2,0.0,---,---,0.2,,---,---,---,---,---,---,---,0,0.6
5918,NBA,Aaron,Wiggins,G,Regular Season,(2021-22),(2022-23),120.0,49,2506,342.0,700.0,90,260,121.0,156,119,269,388,148,69,25,109,203,895.0,,---,---,20.883333333333333,2.85,5.833333333333333,0.75,2.1666666666666665,1.0083333333333333,1.3,0.9916666666666667,2.2416666666666667,3.2333333333333334,1.2333333333333334,0.575,0.20833333333333334,0.9083333333333333,1.6916666666666667,7.458333333333333
5919,NBA,Andrew,Wiggins,G-F,Regular Season,(2014-15),(2022-23),635.0,635,22125,4534.0,10095.0,926,2617,2158.0,2996,803,2035,2838,1478,640,427,1239,1405,12152.0,,---,---,34.84251968503937,7.140157480314961,15.89763779527559,1.458267716535433,4.121259842519685,3.398425196850394,4.718110236220473,1.2645669291338584,3.204724409448819,4.469291338582678,2.3275590551181105,1.0078740157480315,0.6724409448818898,1.9511811023622048,2.2125984251968505,19.137007874015747
5920,NBA,Mitchell,Wiggins,G,Regular Season,(1983-84),(1991-92),389.0,135,8105,1596.0,3468.0,14,73,671.0,889,585,650,1235,609,397,34,453,942,3877.0,,---,---,20.835475578406168,4.102827763496144,8.915167095115681,0.03598971722365039,0.18766066838046272,1.724935732647815,2.2853470437017993,1.5038560411311055,1.6709511568123394,3.1748071979434447,1.5655526992287918,1.0205655526992288,0.08740359897172237,1.1645244215938304,2.4215938303341904,9.966580976863753
5921,NBA,Lindell,Wigginton,G,Regular Season,(2021-22),(2022-23),26.0,1,286,44.0,98.0,15,44,27.0,44,3,29,32,37,5,3,24,24,130.0,,---,---,11,1.6923076923076923,3.769230769230769,0.5769230769230769,1.6923076923076923,1.0384615384615385,1.6923076923076923,0.11538461538461539,1.1153846153846154,1.2307692307692308,1.4230769230769231,0.19230769230769232,0.11538461538461539,0.9230769230769231,0.9230769230769231,5.0
5922,NBA,Ken,Wilburn,F,Regular Season,(1967-68),(1968-69),7.0,---,40,8.0,17.0,---,---,2.0,8,---,---,13,3,---,---,---,5,18.0,,---,---,5.714285714285714,1.1428571428571428,2.4285714285714284,---,---,0.2857142857142857,1.1428571428571428,---,---,1.8571428571428572,0.42857142857142855,---,---,---,0.7142857142857143,2.5714285714285716
5923,ABA,Ken,Wilburn,F,Regular Season,(1968-69),(1968-69),47.0,---,465,76.0,198.0,0,0,38.0,71,87,112,199,26,---,---,47,68,190.0,,---,---,9.893617021276595,1.6170212765957446,4.212765957446808,0,0,0.8085106382978723,1.5106382978723405,1.851063829787234,2.382978723404255,4.23404255319149,0.5531914893617021,---,---,1,1.446808510638298,4.042553191489362
5924,ABL,Anthony,Wilcox,C,Regular Season,(1961-62),(1961-62),18.0,,243,20.0,42.0,0,0,13.0,19,---,---,55,6,---,---,---,32,53.0,,---,---,13.5,1.1111111111111112,2.3333333333333335,0,0,0.7222222222222222,1.0555555555555556,---,---,3.0555555555555554,0.3333333333333333,---,---,---,1.7777777777777777,2.9444444444444446
5925,NBA,C.J.,Wilcox,G,Regular Season,(2014-15),(2016-17),66.0,0,376,50.0,135.0,19,57,13.0,16,6,25,31,30,15,4,18,30,132.0,,---,---,5.696969696969697,0.7575757575757576,2.0454545454545454,0.2878787878787879,0.8636363636363636,0.19696969696969696,0.24242424242424243,0.09090909090909091,0.3787878787878788,0.4696969696969697,0.45454545454545453,0.22727272727272727,0.06060606060606061,0.2727272727272727,0.45454545454545453,2.0
5926,NBA,Chris,Wilcox,F,Regular Season,(2002-03),(2012-13),628.0,261,12474,2101.0,3884.0,0,18,948.0,1474,970,2106,3076,455,322,246,705,1517,5150.0,,---,---,19.863057324840764,3.3455414012738856,6.1847133757961785,0,0.028662420382165606,1.5095541401273886,2.3471337579617835,1.5445859872611465,3.3535031847133756,4.898089171974522,0.7245222929936306,0.5127388535031847,0.39171974522292996,1.122611464968153,2.4156050955414012,8.200636942675159
5927,NBA,D.C.,Wilcutt,G,Regular Season,(1948-49),(1949-50),59.0,---,---,42.0,124.0,---,---,44.0,60,---,---,---,80,---,---,---,36,128.0,,---,---,---,0.711864406779661,2.1016949152542375,---,---,0.7457627118644068,1.0169491525423728,---,---,---,1.3559322033898304,---,---,---,0.6101694915254238,2.169491525423729
5928,NBA,Gene,Wiley,C,Regular Season,(1962-63),(1965-66),300.0,---,6386,553.0,1174.0,---,---,167.0,330,---,---,2194,252,---,---,---,811,1273.0,,---,---,21.286666666666665,1.8433333333333333,3.9133333333333336,---,---,0.5566666666666666,1.1,---,---,7.3133333333333335,0.84,---,---,---,2.703333333333333,4.243333333333333
5929,ABA,Gene,Wiley,C,Regular Season,(1967-68),(1967-68),9.0,---,85,7.0,20.0,0,0,4.0,8,,,20,2,---,---,2,10,18.0,,---,---,9.444444444444445,0.7777777777777778,2.2222222222222223,0,0,0.4444444444444444,0.8888888888888888,0,0,2.2222222222222223,0.2222222222222222,---,---,0.2222222222222222,1.1111111111111112,2.0
5930,NBA,Jacob,Wiley,F,Regular Season,(2017-18),(2017-18),5.0,0,33,1.0,4.0,1,2,1.0,2,2,9,11,2,1,0,0,4,4.0,,---,---,6.6,0.2,0.8,0.2,0.4,0.2,0.4,0.4,1.8,2.2,0.4,0.2,0,0,0.8,0.8
